student_id;attendance_pct;absence_hours;homework_pct;study_hours_per_week;midterm_score;informatique;mathematique;svt;physique;sport;education_islamique;francais;arabe;pass
3145;82.4;14;70.2;14;77.9;74.8;92.7;93.4;83.6;61.6;48.7;82.0;86.4;1
3146;90.2;27;76.2;12;80.7;98.8;78.4;82.2;100.0;50.0;81.6;94.3;60.0;1
3147;77.2;49;100.0;10;70.8;68.8;86.5;63.7;69.9;44.7;68.1;72.3;92.5;1
3148;74.8;40;84.8;10;59.0;58.6;78.1;72.3;67.6;17.3;24.3;75.8;78.0;1
3149;77.3;40;78.4;9;77.5;86.1;85.7;67.4;67.2;62.1;79.0;82.6;89.8;1
3150;92.7;15;83.1;10;90.8;97.2;93.5;89.4;89.8;100.0;89.3;86.7;80.2;1
3151;47.2;100;33.8;3;40.4;26.0;32.7;30.3;30.9;49.0;86.8;33.3;34.2;0
3152;37.2;108;53.0;3;38.9;30.7;41.6;42.9;40.3;53.7;13.5;44.4;44.1;0
3153;75.4;85;69.5;11;65.8;70.7;64.8;62.4;72.3;57.0;57.0;84.1;58.1;1
3154;85.2;55;67.4;10;81.1;72.5;71.7;78.9;76.2;81.5;93.3;100.0;75.0;1
3155;20.9;161;37.7;3;31.2;34.7;35.1;42.0;32.5;44.2;12.1;20.8;28.2;0
3156;75.0;63;78.1;9;71.9;69.1;60.7;61.7;75.1;72.3;94.6;79.3;62.5;1
3157;96.9;0;99.2;6;76.3;77.5;74.4;69.7;88.2;56.7;82.1;62.6;99.1;1
3158;84.3;32;88.4;10;73.7;91.2;69.8;48.0;69.0;51.9;97.4;73.8;88.5;1
3159;43.3;115;41.1;3;50.8;60.2;56.4;47.3;48.4;41.6;77.3;36.9;38.3;0
3160;40.2;129;24.9;2;48.1;34.7;44.5;61.8;41.7;67.3;57.7;35.1;41.9;0
3161;88.7;0;67.6;6;68.5;62.4;58.0;79.6;59.3;80.8;86.8;79.1;41.9;1
3162;54.2;103;46.9;4;52.0;49.5;65.9;44.8;60.8;51.3;61.6;41.7;40.4;0
3163;80.0;46;74.9;8;89.1;90.1;83.5;70.8;86.1;97.1;91.1;97.1;97.1;1
3164;48.6;98;44.1;1;37.3;47.8;34.6;38.6;48.1;30.4;24.3;34.2;40.4;0
3165;65.0;76;67.6;12;78.9;59.6;75.0;76.7;82.1;99.0;98.9;70.3;69.5;1
3166;96.7;27;73.0;7;74.1;63.7;69.7;63.2;81.4;78.5;93.1;93.1;50.1;1
3167;35.4;122;34.9;3;43.0;35.8;49.4;48.7;45.6;10.0;69.3;45.1;40.3;0
3168;76.6;35;69.1;7;58.0;46.3;61.9;49.7;68.9;29.0;88.6;73.2;46.3;1
3169;83.2;51;66.0;11;92.2;82.6;90.3;97.3;94.2;97.3;97.3;90.4;88.4;1
3170;46.1;109;44.8;4;43.9;37.7;40.3;46.1;35.0;53.5;63.8;44.2;30.6;1
3171;92.5;25;84.8;11;89.8;97.9;86.7;83.0;97.9;68.0;97.9;97.9;89.0;1
3172;94.8;14;87.3;6;68.7;74.9;82.5;76.6;61.9;62.4;89.6;49.6;52.1;1
3173;80.6;39;91.0;9;79.8;82.4;78.8;92.6;72.1;78.7;100.0;73.4;60.0;1
3174;21.8;137;50.3;4;36.2;38.9;48.6;26.4;49.9;14.2;15.3;41.8;54.6;0
3175;57.7;76;54.9;5;40.5;42.0;39.7;40.3;35.6;57.9;37.6;29.8;41.0;0
3176;88.3;35;90.4;9;83.6;91.2;83.0;100.0;77.4;69.1;92.0;55.7;100.0;1
3177;43.1;134;62.6;5;37.8;23.6;37.2;29.0;40.5;51.8;30.7;41.3;48.4;0
3178;85.7;46;100.0;9;90.9;69.8;97.5;97.5;89.4;95.8;97.5;97.5;82.2;1
3179;58.9;100;25.8;1;43.7;43.4;29.4;28.8;49.2;45.0;73.5;46.2;34.1;0
3180;86.8;27;92.2;13;75.0;78.6;65.5;78.9;68.7;69.3;70.8;72.5;95.8;1
3181;79.8;51;72.2;13;80.0;68.6;80.6;87.8;72.8;91.4;74.4;70.5;94.1;1
3182;67.2;61;55.5;6;49.0;59.7;53.6;45.1;52.7;33.8;65.6;46.2;35.3;1
3183;90.7;7;87.5;9;82.3;75.7;82.3;90.8;76.0;67.5;97.1;87.4;81.7;1
3184;94.6;18;100.0;10;70.7;63.5;80.4;63.9;69.9;54.9;75.7;74.5;82.8;1
3185;85.1;10;78.6;8;73.4;89.4;74.8;93.5;74.4;37.5;65.6;75.5;76.5;1
3186;80.4;33;73.1;7;51.4;55.7;55.6;42.2;58.7;61.0;30.1;52.8;55.2;0
3187;74.4;73;59.0;11;71.9;91.6;77.7;84.9;65.2;47.8;71.3;57.7;79.0;1
3188;76.9;50;80.7;9;81.7;77.8;72.3;83.6;66.2;100.0;93.5;92.8;67.3;1
3189;87.2;25;68.7;10;67.0;56.3;69.0;52.0;85.8;73.3;70.2;78.9;50.6;1
3190;77.0;55;85.4;10;69.5;78.5;79.0;79.8;69.4;74.0;34.6;68.9;71.8;1
3191;89.6;40;85.2;8;69.0;67.1;70.9;78.7;69.4;67.0;63.1;63.5;72.2;1
3192;24.8;171;35.9;3;42.4;49.9;44.4;41.9;37.4;51.6;48.7;36.7;28.6;0
3193;74.6;57;84.9;8;56.1;56.5;53.5;51.3;47.2;71.8;42.3;72.2;54.0;0
3194;84.5;32;88.6;8;81.2;92.3;83.4;80.5;71.7;79.0;76.9;79.5;86.4;1
3195;84.6;41;85.0;11;81.9;92.8;90.4;100.0;96.2;60.3;86.2;66.5;62.6;1
3196;79.4;52;76.2;8;60.0;54.0;64.5;53.6;56.5;69.7;53.3;63.2;65.2;1
3197;71.2;48;84.7;7;66.0;71.6;52.2;70.6;66.5;64.9;68.9;59.7;73.7;1
3198;38.7;130;18.3;2;45.4;71.2;51.3;51.3;51.0;37.5;42.7;39.6;18.7;0
3199;78.8;34;78.3;11;70.8;81.8;62.2;69.7;80.2;57.4;37.8;93.7;83.5;1
3200;91.5;11;76.7;11;58.0;68.4;49.1;55.2;61.8;43.2;59.0;63.9;63.4;1
3201;39.0;126;29.4;3;41.7;41.9;43.1;50.4;43.6;42.7;29.2;58.8;23.9;0
3202;82.2;33;70.9;6;79.2;77.0;75.5;85.0;84.7;54.7;97.5;73.6;85.5;1
3203;44.8;121;42.5;3;49.5;42.7;44.6;38.9;51.6;56.9;37.6;62.4;61.3;0
3204;100.0;39;66.9;9;74.2;68.6;77.3;79.8;67.7;69.6;80.0;84.8;65.9;1
3205;37.9;139;54.1;1;41.0;44.9;36.6;29.6;51.2;37.1;20.7;55.4;52.6;0
3206;47.5;134;72.0;5;47.4;53.7;46.7;29.1;63.2;62.1;13.7;64.9;45.8;1
3207;40.2;113;33.0;3;45.5;43.5;65.8;47.4;50.9;23.0;12.3;61.2;59.9;0
3208;72.0;64;53.0;7;40.0;47.6;32.4;48.9;35.6;35.7;31.6;57.8;30.4;1
3209;78.8;51;66.0;9;77.8;72.0;82.2;86.3;71.2;80.8;77.7;80.5;71.6;1
3210;82.8;54;78.4;14;76.4;85.4;62.0;68.0;84.0;74.9;68.7;81.0;87.3;1
3211;83.7;28;74.1;6;76.4;65.0;73.6;70.4;76.5;69.4;84.9;77.3;94.1;1
3212;79.2;45;100.0;12;89.4;86.8;85.8;100.0;99.5;69.4;100.0;78.9;94.5;1
3213;91.4;17;98.4;10;74.8;93.9;88.8;83.1;66.5;34.6;88.2;67.9;75.3;1
3214;82.0;43;100.0;10;81.5;70.5;90.8;80.2;100.0;57.2;84.3;90.2;78.8;1
3215;84.9;33;77.4;10;80.5;87.7;91.7;65.8;90.2;63.0;69.8;85.5;90.1;1
3216;88.8;12;64.8;14;72.2;67.0;70.1;64.3;82.5;91.8;60.7;64.8;76.5;1
3217;84.9;53;81.7;7;74.5;65.5;77.3;83.0;68.8;89.7;48.0;85.7;78.1;1
3218;28.8;151;50.6;1;37.8;31.1;37.1;53.2;22.2;69.2;13.0;31.7;45.0;0
3219;89.4;44;82.2;10;72.1;78.3;78.8;65.9;49.6;90.9;78.4;72.9;62.0;1
3220;80.9;49;69.6;10;65.8;80.3;55.7;42.4;59.0;66.2;69.9;80.7;72.2;1
3221;67.7;87;60.7;11;71.9;61.8;77.9;64.0;73.5;54.6;83.4;85.1;74.9;1
3222;100.0;0;67.9;10;83.6;85.9;89.9;95.5;95.5;67.9;91.6;68.2;74.4;1
3223;41.3;123;57.0;3;39.3;44.3;41.6;32.7;30.4;34.6;21.6;47.1;62.0;0
3224;89.1;1;52.7;8;76.2;76.9;79.9;92.1;92.9;52.7;74.0;75.2;65.9;1
3225;84.9;31;76.9;11;88.2;80.6;78.3;97.3;93.7;93.5;81.8;97.3;83.1;1
3226;25.9;168;44.7;1;41.2;24.3;34.7;50.5;36.5;49.3;50.2;52.6;31.3;0
3227;65.0;70;83.6;6;84.4;83.7;91.5;67.5;84.9;95.6;92.2;80.3;79.5;1
3228;97.9;15;90.8;8;88.1;89.6;88.4;72.1;96.6;96.6;90.1;87.9;83.4;1
3229;78.9;43;85.5;8;77.4;81.4;84.1;82.0;83.8;38.7;87.7;78.5;83.1;1
3230;52.2;88;67.8;6;42.8;50.9;41.3;41.8;40.1;62.1;52.5;26.4;27.2;1
3231;84.0;28;69.0;6;69.3;72.2;81.2;51.6;69.3;92.1;61.5;60.5;66.0;1
3232;88.0;29;74.5;8;80.3;67.6;80.9;66.0;90.8;100.0;74.0;94.1;68.9;1
3233;82.7;35;69.8;9;76.6;71.9;73.7;86.6;54.7;96.2;65.1;71.8;92.8;1
3234;89.5;34;85.5;13;74.5;59.8;75.4;78.6;82.8;86.6;76.9;68.3;67.5;1
3235;81.1;41;59.8;14;84.6;97.2;93.9;77.7;94.4;100.0;73.7;68.7;71.2;1
3236;83.1;34;60.9;9;70.1;67.7;72.6;79.4;64.2;78.4;54.1;72.7;71.6;1
3237;87.2;17;80.6;13;75.7;86.1;79.0;86.4;75.6;50.5;100.0;68.8;59.3;1
3238;63.5;71;42.7;5;45.4;43.4;58.2;45.8;39.0;66.6;31.2;45.6;33.5;1
3239;45.1;122;41.6;2;40.2;49.5;35.2;35.0;50.8;26.8;53.3;53.3;17.8;0
3240;80.3;51;89.4;9;72.4;88.3;72.5;96.7;61.2;47.2;67.3;72.9;73.0;1
3241;37.7;135;30.8;2;34.3;39.9;38.0;38.8;49.6;29.9;15.3;26.9;36.1;0
3242;88.3;10;90.3;14;81.4;93.5;79.0;90.7;88.7;47.9;100.0;89.2;62.5;1
3243;81.5;38;100.0;14;76.5;88.1;74.8;81.0;83.4;54.4;99.4;64.5;66.4;1
3244;44.0;116;54.2;4;38.6;52.9;42.2;33.2;36.7;60.3;24.3;21.7;37.6;0
3245;42.2;133;53.0;1;41.8;35.5;44.3;20.0;51.6;59.6;43.3;26.4;53.7;0
3246;40.6;139;12.0;4;48.3;45.0;44.3;53.2;62.4;38.9;22.8;67.2;52.6;0
3247;89.6;16;78.2;9;75.4;67.4;64.2;77.3;83.2;61.9;96.5;76.8;75.8;1
3248;62.9;89;65.7;5;46.7;47.8;51.7;43.2;47.2;44.6;31.7;50.8;56.6;1
3249;87.9;15;66.7;8;83.4;93.7;79.9;89.2;91.8;32.1;100.0;100.0;80.4;1
3250;46.5;75;29.3;3;52.0;51.2;61.8;70.1;43.8;43.5;43.5;47.7;54.5;0
3251;63.6;63;67.9;6;55.7;54.5;49.0;66.7;53.3;56.5;53.0;56.3;56.3;0
3252;91.2;9;74.0;8;76.4;73.4;66.8;85.7;67.1;97.7;72.8;85.2;62.6;1
3253;23.3;169;17.9;6;34.2;22.9;37.2;39.7;61.4;29.6;20.3;40.5;22.0;0
3254;87.7;26;77.3;8;80.4;89.1;93.1;76.0;77.8;54.6;93.0;73.1;86.7;1
3255;94.5;21;68.4;8;84.9;95.3;86.3;73.3;82.6;68.9;100.0;92.7;80.1;1
3256;80.1;69;84.7;9;70.8;69.0;79.2;78.8;60.8;60.9;92.5;72.8;52.5;1
3257;87.6;30;69.8;11;98.0;100.0;100.0;92.2;100.0;92.4;99.5;100.0;99.5;1
3258;67.9;54;58.6;5;46.0;38.9;38.6;30.4;41.9;33.1;50.0;68.2;67.0;1
3259;41.2;123;45.1;1;45.4;35.6;51.6;40.4;38.6;51.3;33.1;42.9;69.5;0
3260;78.5;42;87.5;8;67.2;91.6;70.2;69.8;60.0;57.0;32.1;88.1;68.8;1
3261;44.8;108;43.9;6;41.4;61.4;42.5;24.8;29.6;39.5;49.8;54.1;29.6;0
3262;55.0;119;44.3;7;48.8;56.2;65.7;45.0;54.6;31.4;65.3;56.4;15.8;1
3263;94.0;0;90.0;8;78.5;72.2;91.6;67.2;80.0;51.9;87.3;87.2;90.7;1
3264;78.7;35;88.0;6;50.7;39.5;53.5;51.5;57.3;20.7;52.7;68.8;61.6;0
3265;66.9;61;77.8;8;76.1;89.7;73.0;75.8;72.0;81.8;67.6;82.4;66.5;1
3266;56.8;93;48.0;2;45.7;48.1;40.5;37.2;41.1;29.8;61.4;59.0;48.5;0
3267;96.8;0;93.8;9;83.5;85.7;75.5;82.6;70.8;100.0;75.1;95.5;82.6;1
3268;67.4;87;71.2;8;75.9;95.9;77.6;65.3;72.5;88.8;76.8;58.7;71.6;1
3269;95.8;2;82.1;10;72.5;75.4;71.0;78.4;74.9;70.4;78.4;62.3;69.2;1
3270;56.4;70;41.1;2;40.7;40.9;50.6;29.8;41.1;38.2;37.6;37.8;49.4;0
3271;74.1;57;87.6;10;60.1;69.6;62.4;70.3;56.6;54.8;69.3;46.6;51.2;1
3272;75.0;36;79.1;11;68.0;66.8;66.2;57.7;81.8;69.1;61.6;60.4;80.5;1
3273;88.9;22;53.7;8;72.0;81.5;67.8;74.4;90.6;75.8;60.0;57.9;68.0;1
3274;47.3;98;49.3;6;45.1;35.9;59.6;49.9;54.8;35.6;44.8;46.3;33.8;1
3275;75.8;30;77.8;10;69.8;65.4;74.4;58.6;69.1;55.8;93.8;62.4;78.9;1
3276;93.1;31;99.6;6;63.4;82.2;67.9;36.6;73.0;41.9;54.0;74.6;77.0;1
3277;98.2;9;72.8;7;84.0;83.4;86.9;82.5;92.9;100.0;70.7;92.2;63.7;1
3278;74.3;51;85.9;9;66.0;65.8;46.9;76.2;62.2;68.9;57.0;79.7;71.4;1
3279;39.3;142;51.6;1;36.8;32.9;33.7;41.9;34.0;12.8;65.6;35.7;37.8;0
3280;43.6;128;56.6;5;36.0;29.2;14.9;13.4;32.7;49.1;42.3;38.9;67.7;0
3281;88.8;3;74.3;9;89.6;100.0;95.3;86.1;82.2;100.0;76.4;96.0;80.6;1
3282;100.0;20;79.4;6;72.1;64.4;71.7;87.3;77.3;49.8;79.1;72.2;75.0;1
3283;52.5;111;44.4;2;37.9;36.5;28.5;41.2;47.1;35.4;32.1;39.0;43.3;0
3284;72.3;59;87.3;6;80.6;89.2;70.4;87.1;79.0;100.0;91.8;68.6;58.5;1
3285;36.9;127;52.4;4;40.5;33.4;36.6;50.1;33.6;49.9;25.1;49.9;45.4;0
3286;52.7;102;63.0;1;45.0;43.9;41.1;42.0;42.4;57.5;57.6;39.1;36.6;0
3287;43.2;125;35.2;5;28.8;30.7;19.5;26.5;34.6;16.6;52.1;37.8;12.6;0
3288;74.0;45;80.3;6;58.0;75.1;50.2;57.5;59.6;52.5;46.0;69.3;53.9;1
3289;83.2;10;89.2;7;64.6;72.0;65.1;75.4;66.7;38.9;58.5;77.9;62.3;1
3290;67.7;62;48.6;7;40.0;33.6;27.7;49.7;31.7;22.6;66.1;39.6;49.2;1
3291;68.7;47;66.8;15;83.6;88.2;78.9;100.0;65.4;91.3;91.6;71.4;81.7;1
3292;87.4;13;53.1;6;74.6;72.2;76.7;66.8;76.6;82.8;93.9;60.6;67.4;1
3293;89.3;0;57.3;10;76.3;69.9;77.2;72.6;70.6;78.0;96.6;81.9;63.5;1
3294;28.4;146;48.3;1;35.3;40.5;38.5;30.2;25.0;10.0;72.6;25.8;39.7;0
3295;85.8;44;71.1;8;63.6;67.2;78.4;63.5;65.7;45.7;61.6;52.3;74.4;1
3296;85.0;16;98.6;6;86.1;98.1;85.7;96.0;71.2;80.3;96.1;100.0;61.8;1
3297;84.0;25;70.7;6;65.9;71.3;67.3;52.2;50.1;75.0;62.3;87.6;61.4;1
3298;94.3;17;85.6;12;79.9;60.9;82.2;76.6;95.3;63.8;77.7;94.3;88.4;1
3299;44.7;92;56.5;3;34.6;41.4;31.1;33.8;46.2;32.1;26.7;32.9;32.7;0
3300;75.1;35;100.0;8;83.1;86.3;82.0;81.1;82.4;89.1;75.8;78.5;89.5;1
3301;73.7;28;59.9;10;58.0;67.2;60.0;42.8;58.1;69.8;59.5;48.1;58.5;1
3302;51.0;134;50.0;1;52.0;30.6;53.3;72.2;58.7;69.9;18.0;60.0;53.3;0
3303;91.0;13;63.5;7;74.7;77.5;75.7;76.8;73.1;78.1;47.7;85.7;83.0;1
3304;72.6;59;96.6;7;86.7;91.9;83.1;88.1;90.8;95.2;95.2;87.7;61.6;1
3305;65.0;69;76.2;8;69.9;70.9;60.0;74.1;64.6;65.1;94.4;66.6;63.5;1
3306;88.7;22;100.0;9;80.0;81.9;79.5;76.8;98.2;71.9;49.0;84.6;98.2;1
3307;95.2;0;61.3;12;93.3;99.7;91.4;100.0;86.6;92.1;100.0;91.2;85.2;1
3308;83.5;17;100.0;9;73.9;79.9;82.0;69.1;80.6;63.8;34.1;81.7;100.0;1
3309;73.2;33;80.5;13;75.1;76.7;86.7;70.6;78.3;55.1;74.0;81.2;78.1;1
3310;80.1;36;84.2;11;82.4;82.3;100.0;89.7;85.9;58.7;67.7;79.9;94.8;1
3311;80.8;27;78.2;6;88.6;94.1;88.1;88.3;84.6;97.7;70.2;95.9;90.0;1
3312;89.7;15;88.2;9;79.3;90.3;74.6;74.9;72.9;62.4;97.8;83.4;78.1;1
3313;79.7;74;93.6;8;77.1;70.1;83.4;82.8;84.4;74.0;66.6;82.6;72.8;1
3314;19.7;163;29.5;2;30.4;13.2;20.5;44.7;31.8;32.6;60.6;19.9;19.9;0
3315;74.5;72;95.9;14;84.2;52.8;95.9;79.0;95.9;95.9;95.9;75.7;82.5;1
3316;66.8;89;91.0;6;73.3;81.9;63.9;59.9;69.3;76.2;93.9;82.5;58.8;1
3317;89.6;31;88.2;11;96.2;100.0;100.0;100.0;97.5;100.0;93.6;89.7;89.0;1
3318;95.1;12;86.7;12;81.6;84.6;85.6;74.8;69.8;71.7;93.4;73.0;99.8;1
3319;88.0;6;79.7;8;83.8;94.5;87.7;92.1;95.2;67.9;54.0;78.7;100.0;1
3320;87.4;40;72.4;14;87.4;87.3;100.0;98.1;87.9;92.3;71.5;85.1;77.2;1
3321;52.6;95;40.0;1;43.1;57.2;47.6;30.9;42.2;23.5;59.1;60.8;23.5;0
3322;82.9;34;94.1;6;72.1;83.0;76.1;80.6;77.7;64.9;100.0;63.6;30.7;1
3323;40.8;120;52.6;5;43.4;52.1;43.3;47.3;30.4;29.7;55.5;41.5;47.3;1
3324;89.5;9;80.3;13;71.2;54.9;77.8;66.3;83.9;77.5;65.1;58.8;85.2;1
3325;83.5;21;81.7;11;78.4;78.3;78.8;77.1;78.8;87.6;64.4;67.5;94.7;1
3326;95.9;0;77.3;11;67.6;47.3;61.8;63.0;69.5;55.5;83.2;68.3;92.2;1
3327;99.0;6;98.9;12;68.0;90.7;71.8;59.2;71.3;48.5;49.4;73.6;79.4;1
3328;76.8;17;70.2;6;74.8;76.1;79.6;59.7;70.0;77.8;74.7;77.1;83.4;1
3329;26.3;120;50.9;2;34.2;33.8;40.1;38.1;38.1;29.7;35.2;22.1;36.5;0
3330;79.6;48;62.3;11;61.8;73.2;63.7;78.7;62.4;55.1;41.0;67.3;53.0;1
3331;49.9;113;53.2;5;48.8;59.4;52.9;49.5;53.7;42.8;38.5;52.9;40.7;1
3332;34.8;149;54.4;1;30.7;26.2;39.7;17.2;30.7;45.5;10.1;51.8;24.2;0
3333;88.6;54;68.5;13;78.7;91.7;85.7;69.4;80.6;73.5;80.5;81.8;66.4;1
3334;82.6;38;76.7;7;83.2;90.7;86.0;63.8;75.1;99.4;99.4;61.5;89.7;1
3335;76.5;50;48.6;14;75.8;73.4;76.9;67.5;97.7;52.1;100.0;72.1;66.6;1
3336;83.5;29;68.4;10;68.1;56.3;69.9;69.5;66.1;85.0;69.7;66.2;62.1;1
3337;77.6;53;68.0;10;85.2;90.5;77.1;90.6;81.2;88.3;97.0;69.8;87.2;1
3338;86.1;30;92.0;8;75.4;68.6;70.0;67.5;72.6;98.4;71.7;80.1;74.2;1
3339;81.2;36;77.7;11;75.5;67.7;63.1;81.5;66.1;94.6;75.5;88.4;67.1;1
3340;77.4;53;92.6;8;86.9;100.0;82.5;99.8;82.6;41.4;100.0;89.2;100.0;1
3341;75.7;42;71.3;10;56.6;55.7;57.7;25.3;61.0;83.8;55.5;51.2;62.4;0
3342;60.0;64;47.6;3;35.9;37.6;37.6;16.1;30.8;60.5;31.7;11.5;61.4;0
3343;49.0;73;48.4;7;42.8;49.8;53.2;42.4;46.5;24.0;25.7;43.4;57.3;1
3344;84.9;7;92.3;14;83.9;92.2;100.0;93.6;80.4;83.9;44.9;91.3;84.7;1
3345;80.8;21;94.5;6;69.5;81.2;78.4;74.5;73.3;46.5;74.9;55.9;71.1;1
3346;80.9;64;69.7;10;82.1;80.6;91.0;77.3;91.2;83.8;80.4;72.9;79.6;1
3347;87.9;34;58.2;11;62.6;70.6;74.6;55.1;55.7;86.8;41.0;49.4;67.7;1
3348;83.6;32;80.2;11;80.9;76.5;75.6;76.4;63.6;91.2;95.1;84.3;84.5;1
3349;33.1;136;21.2;4;39.2;43.3;43.0;48.3;40.3;12.0;56.3;48.7;21.8;0
3350;31.3;143;53.4;4;18.2;12.1;15.4;16.3;10.0;27.9;10.0;24.6;29.4;0
3351;76.2;40;66.1;10;89.3;90.6;96.7;100.0;99.2;95.1;87.7;98.8;46.4;1
3352;100.0;0;75.4;10;91.6;100.0;100.0;100.0;100.0;83.5;64.0;84.9;100.0;1
3353;75.6;49;54.8;9;81.2;85.3;87.3;85.5;77.8;68.3;96.2;82.8;66.3;1
3354;95.7;25;81.7;11;72.5;63.7;91.3;58.3;67.2;84.6;67.9;75.3;71.6;1
3355;77.0;47;82.4;9;83.2;95.3;100.0;78.4;75.3;66.8;91.0;100.0;58.5;1
3356;83.9;71;73.0;10;58.8;65.9;57.0;67.0;79.0;39.8;32.7;64.0;65.1;1
3357;90.4;3;98.7;11;63.5;57.0;70.4;71.6;76.3;76.1;51.1;62.4;43.0;1
3358;62.7;104;46.5;7;46.8;50.8;49.4;44.6;43.1;41.4;68.6;29.0;47.5;1
3359;69.0;51;83.2;8;80.5;77.2;84.2;81.2;93.7;70.2;67.3;95.9;74.3;1
3360;38.9;112;46.4;2;36.5;46.6;32.0;26.8;30.4;40.1;65.2;30.8;20.1;0
3361;100.0;0;79.9;9;76.6;69.5;75.2;83.3;66.7;73.7;93.3;70.4;80.7;1
3362;87.8;0;68.7;7;85.5;75.7;72.6;94.0;94.7;67.9;96.9;96.9;85.3;1
3363;97.5;0;69.0;9;79.8;72.2;78.0;82.4;88.8;77.8;48.5;90.7;100.0;1
3364;78.1;35;100.0;12;66.2;66.8;68.3;42.8;62.8;58.5;100.0;72.5;57.6;1
3365;80.1;32;84.0;9;70.7;80.3;65.8;63.5;67.1;53.4;57.4;87.1;91.0;1
3366;45.7;111;44.0;1;22.4;27.4;19.7;12.6;13.0;27.8;26.3;40.0;12.4;0
3367;40.1;138;41.2;2;45.7;31.2;39.1;56.8;45.2;44.6;49.8;50.8;48.1;0
3368;85.9;28;78.1;13;73.6;88.9;75.6;72.6;79.0;77.9;57.1;76.5;61.2;1
3369;100.0;11;81.3;7;72.5;65.0;94.9;59.9;84.2;66.1;58.1;82.9;69.1;1
3370;71.3;61;37.2;6;44.2;49.9;32.6;47.3;54.5;54.0;36.6;26.3;52.3;1
3371;100.0;0;87.3;12;84.4;83.8;89.0;65.5;88.7;98.5;81.7;93.5;74.6;1
3372;84.3;6;74.2;11;75.1;65.0;85.8;78.4;53.3;96.3;46.8;83.8;91.5;1
3373;84.9;13;64.0;8;81.0;88.5;97.1;86.4;100.0;72.8;21.8;83.4;98.2;1
3374;51.6;123;35.3;2;38.8;49.3;42.1;68.1;45.6;16.7;16.7;52.8;18.9;0
3375;79.0;18;61.6;10;56.8;57.6;58.0;34.5;41.3;58.5;63.5;79.1;61.9;0
3376;100.0;0;78.3;10;70.9;75.4;69.8;45.7;67.9;95.4;75.5;74.9;62.5;1
3377;46.3;95;63.0;5;41.9;62.3;52.0;28.3;28.8;16.1;33.7;56.3;57.8;0
3378;46.4;106;39.0;6;39.3;42.6;63.2;55.6;38.4;24.6;18.4;46.4;25.2;0
3379;73.5;31;93.0;12;89.4;76.2;81.9;96.9;86.8;96.9;96.9;84.8;94.9;1
3380;68.4;92;49.2;10;76.1;59.0;75.3;80.4;75.8;94.7;58.8;83.6;81.2;1
3381;94.5;0;70.8;7;70.3;71.1;74.4;66.7;76.8;53.1;75.1;70.3;74.9;1
3382;78.1;59;66.0;6;52.7;69.7;53.3;55.2;41.6;53.3;25.0;50.6;73.1;0
3383;70.5;71;65.4;7;61.0;61.8;71.7;48.1;43.1;77.9;51.1;53.0;81.2;1
3384;44.7;106;53.7;2;33.2;50.3;44.0;48.8;20.4;20.4;20.4;38.7;22.6;0
3385;99.2;0;77.7;10;66.2;84.5;81.4;73.5;50.7;60.5;75.9;66.0;37.2;1
3386;60.0;97;29.3;1;38.8;51.4;37.1;30.0;26.6;40.5;35.9;53.0;36.0;0
3387;92.8;33;87.2;8;79.5;66.2;74.4;73.3;72.6;91.9;95.2;81.1;81.2;1
3388;78.9;62;82.6;6;94.2;100.0;100.0;100.0;91.1;81.1;81.3;100.0;100.0;1
3389;51.1;92;27.5;4;32.4;45.0;39.6;22.3;45.7;37.9;13.7;25.1;29.9;0
3390;31.3;140;59.8;2;43.1;45.5;50.6;46.3;54.6;53.0;41.8;43.1;10.0;0
3391;38.4;128;39.0;3;38.8;36.6;38.8;36.8;64.0;24.5;32.5;51.2;26.0;0
3392;76.1;23;87.5;8;90.7;93.4;93.1;96.1;85.2;84.6;100.0;92.7;80.2;1
3393;60.0;79;41.7;3;45.1;36.6;45.9;36.8;47.9;41.3;67.2;29.7;55.3;0
3394;89.5;31;74.7;11;79.8;81.8;76.2;69.3;70.3;71.5;94.4;84.0;90.9;1
3395;94.0;5;75.0;14;75.1;78.7;78.8;67.2;74.0;66.5;78.5;85.7;71.4;1
3396;89.2;15;58.6;12;71.9;77.8;77.0;72.6;65.8;64.3;75.9;80.2;61.5;1
3397;78.2;5;81.7;9;77.3;81.0;89.9;77.2;88.3;59.8;49.6;89.4;83.1;1
3398;81.0;27;89.9;9;70.3;65.1;77.9;71.2;84.9;15.6;95.0;79.3;73.3;1
3399;64.7;74;52.0;9;57.2;58.0;64.9;52.5;56.0;55.4;54.3;76.4;40.2;0
3400;66.4;44;57.6;11;75.0;76.7;73.4;81.8;82.8;100.0;49.6;51.4;84.5;1
3401;52.9;119;23.1;1;41.8;33.0;42.4;20.9;40.0;39.5;74.0;32.6;52.1;0
3402;77.1;75;79.3;15;91.9;98.4;92.7;97.3;98.4;100.0;78.5;84.4;85.2;1
3403;93.6;2;94.5;17;79.8;77.7;81.3;99.0;89.0;55.5;81.2;63.3;91.3;1
3404;77.6;63;69.4;6;81.7;86.9;91.5;87.3;90.6;76.2;68.4;100.0;53.0;1
3405;61.5;72;57.4;8;44.3;45.1;55.7;45.4;43.0;38.4;32.3;40.1;54.4;1
3406;41.1;87;48.7;3;29.6;10.0;24.1;27.0;27.7;35.6;42.7;24.1;45.8;0
